date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:03:35	21711/21711	---M--	200	added ('OK')	image/png	etag:%22af9e59037d1f33028f4d5521c7fc6d3c-ssl%22	https://saurabhpatil.netlify.app/src/png/favicon_qr.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/png/favicon_qr.png	(from https://saurabhpatil.netlify.app/)
15:03:36	19278/19278	---M--	200	added ('OK')	image/png	etag:%223ae330e6c9368af8c26ddbed7fd85fbd-ssl%22	https://saurabhpatil.netlify.app/src/webp/QR%20Site%20Home.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/webp/QR%20Site%20Home.png	(from https://saurabhpatil.netlify.app/)
15:03:36	23779/23779	---M--	200	added ('OK')	image/png	etag:%22f1e3dc12b05752549ff0322dba2f5209-ssl%22	https://saurabhpatil.netlify.app/src/png/robot.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/png/robot.png	(from https://saurabhpatil.netlify.app/)
15:03:37	217672/217672	---M--	200	added ('OK')	image/png	etag:%22526145d99e4f2141146d0a47bf4a2ad5-ssl%22	https://saurabhpatil.netlify.app/src/webp/GPT.AI.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/webp/GPT.AI.png	(from https://saurabhpatil.netlify.app/)
15:03:38	27652/27652	---M--	200	added ('OK')	image/png	etag:%228ab533446776015132d6166d5b996926-ssl%22	https://saurabhpatil.netlify.app/src/png/SkyNetWeather.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/png/SkyNetWeather.png	(from https://saurabhpatil.netlify.app/)
15:03:39	1734537/1734537	---M--	200	added ('OK')	image/png	etag:%22ef9b639cf3ae2ab0e4d06a52b2d08b7a-ssl%22	https://saurabhpatil.netlify.app/src/webp/SkynetWeather%20App.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/webp/SkynetWeather%20App.png	(from https://saurabhpatil.netlify.app/)
15:03:39	1126/1126	---MCZ	200	added ('OK')	text/html	etag:%2276610c7645be20684528ef88b2bd6daa-ssl-df%22	https://saurabhpatil.netlify.app/thank-you-page/thank-you	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/thank-you-page/thank-you.html	(from https://saurabhpatil.netlify.app/)
15:03:41	5787/5787	---MCZ	200	added ('OK')	application/javascript	etag:%224aca1c3b9f59ff364aa117e523ada7ba-ssl-df%22	https://saurabhpatil.netlify.app/main.js	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/main.js	(from https://saurabhpatil.netlify.app/)
15:03:41	44/44	---M--	302	error ('Found')	text/plain	date:Tue,%2008%20Apr%202025%2009:33:42%20GMT	https://unpkg.com/aos@next/dist/aos.js	C:/My%20Web%20Sites/portfolio/unpkg.com/aos@next/dist/aos.24.delayed	(from https://saurabhpatil.netlify.app/)
15:03:41	13800/13800	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2006%20Apr%202025%2004:12:32%20GMT	https://unpkg.com/aos@3.0.0-beta.6/dist/aos.js	C:/My%20Web%20Sites/portfolio/unpkg.com/aos@3.0.0-beta.6/dist/aos.js	(from https://saurabhpatil.netlify.app/)
15:03:43	348956/348956	---M--	200	added ('OK')	image/png	etag:%22e3a532c7ec4d346568d7cb8e78b96c76-ssl%22	https://saurabhpatil.netlify.app/src/png/footer-avatar-saurabh.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/png/footer-avatar-saurabh.png	(from https://saurabhpatil.netlify.app/)
15:03:43	120999/120999	---MCZ	200	added ('OK')	application/pdf	etag:%221af9c7370d610587e0b4d20a98045b62-ssl-df%22	https://saurabhpatil.netlify.app/src/pdf/Saurabh%20Patil%20Resume.pdf	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/pdf/Saurabh%20Patil%20Resume.pdf	(from https://saurabhpatil.netlify.app/)
15:03:44	1466/1466	---MCZ	200	added ('OK')	image/svg+xml	etag:%229005f8faf28d1bb3d9dea83abb61b4ee-ssl-df%22	https://saurabhpatil.netlify.app/src/svg/settings-svgrepo-com.svg	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/svg/settings-svgrepo-com.svg	(from https://saurabhpatil.netlify.app/style.css)
15:03:45	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1710186308-ssl-df	https://saurabhpatil.netlify.app/src/png/crescent-moon	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/png/crescent-moon.28.delayed	(from https://saurabhpatil.netlify.app/style.css)
15:03:45	2290/2290	---M--	200	added ('OK')	image/png	etag:%224c5785e3689d07a7c53ac6de480231a2-ssl%22	https://saurabhpatil.netlify.app/src/png/sun.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/png/sun.png	(from https://saurabhpatil.netlify.app/style.css)
15:03:46	311/311	---M--	200	added ('OK')	image/svg+xml	etag:%227eaa288f92c92feb732edf8d07917f3a-ssl%22	https://saurabhpatil.netlify.app/src/svg/Mute_Icon.svg	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/svg/Mute_Icon.svg	(from https://saurabhpatil.netlify.app/style.css)
15:03:47	514/514	---M--	200	added ('OK')	image/svg+xml	etag:%224c68ae8537a0257faa99fc249771ef50-ssl%22	https://saurabhpatil.netlify.app/src/svg/Speaker_Icon.svg	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/svg/Speaker_Icon.svg	(from https://saurabhpatil.netlify.app/style.css)
15:03:49	1792/1792	---M-Z	200	added ('OK')	image/svg+xml	etag:%2211de8d051d54ff8d39ca09e17102a4f3-ssl-df%22	https://saurabhpatil.netlify.app/src/svg/Pulse-0.4s-200px.svg	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/svg/Pulse-0.4s-200px.svg	(from https://saurabhpatil.netlify.app/style.css)
15:03:49	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2008%20Apr%202025%2009:33:50%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/portfolio/www.googletagmanager.com/gtm.2d5445.delayed	(from https://saurabhpatil.netlify.app/noresponse)
15:03:50	1579/1579	---M-Z	200	added ('OK')	text/css	etag:%224a5b1ab80c9c48c55632287643e5aea5-ssl-df%22	https://saurabhpatil.netlify.app/thank-you-page/thank-you.css	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/thank-you-page/thank-you.css	(from https://saurabhpatil.netlify.app/thank-you-page/thank-you)
15:03:52	766/766	---M--	200	added ('OK')	application/javascript	etag:%222cd5c8b910167e0d61df4681579dac32-ssl%22	https://saurabhpatil.netlify.app/thank-you-page/thank-you.js	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/thank-you-page/thank-you.js	(from https://saurabhpatil.netlify.app/thank-you-page/thank-you)
